ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-L
0312261896;Lay the Mountains Low: The Flight of the Nez Perce from Idaho and the Battle of the Big Hole, August 9-10, 1877;Terry Johnston;2000;St Martins Pr;http://images.amazon.com/images/P/0312261896.01.LZZZZZZZ.jpg
0312261918;Let Me Whisper in Your Ear;Mary Jane Clark;2000;St. Martin's Press;http://images.amazon.com/images/P/0312261918.01.LZZZZZZZ.jpg
0312261934;Literary Seductions: Compulsive Writers and Diverted Readers;Frances Wilson;2000;St Martins Pr;http://images.amazon.com/images/P/0312261934.01.LZZZZZZZ.jpg
0312261950;Lost Hollywood;David Wallace;2001;L.A. Weekly Books;http://images.amazon.com/images/P/0312261950.01.LZZZZZZZ.jpg
0312262000;The Marines of Autumn: A Novel of the Korean War;James Brady;2000;St Martins Pr;http://images.amazon.com/images/P/0312262000.01.LZZZZZZZ.jpg
0312262019;On Night's Shore;Randall Silvis;2001;Thomas Dunne Books;http://images.amazon.com/images/P/0312262019.01.LZZZZZZZ.jpg
0312262027;Matilda's Last Waltz;Tamara McKinley;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262027.01.LZZZZZZZ.jpg
0312262035;Mayflower Bastard: A Stranger Among the Pilgrims;David Lindsay;2002;Thomas Dunne Books;http://images.amazon.com/images/P/0312262035.01.LZZZZZZZ.jpg
0312262043;Mendeleyev's Dream : The Quest For the Elements;Paul Strathern;2001;Thomas Dunne Books;http://images.amazon.com/images/P/0312262043.01.LZZZZZZZ.jpg
0312262140;One Mykonos: Being Ancient, Being Islands, Being Giants, Being Gay;James Davidson;2000;Thomas Dunne Books;http://images.amazon.com/images/P/0312262140.01.LZZZZZZZ.jpg
0312262167;The Other Side of Mulholland;Stephen Randall;2001;L A Weekly Books;http://images.amazon.com/images/P/0312262167.01.LZZZZZZZ.jpg
0312262191;The Persia Cafe;Melany Neilson;2001;Thomas Dunne Books;http://images.amazon.com/images/P/0312262191.01.LZZZZZZZ.jpg
0312262205;Poison Apples;Nancy Means Wright;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262205.01.LZZZZZZZ.jpg
0312262213;Murder With Puffins;Donna Andrews;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262213.01.LZZZZZZZ.jpg
0312262302;Some Day Tomorrow;Nicolas Freeling;2000;St Martins Pr;http://images.amazon.com/images/P/0312262302.01.LZZZZZZZ.jpg
0312262353;Swamp Gas;Nicole Paolini;2000;Thomas Dunne Books;http://images.amazon.com/images/P/0312262353.01.LZZZZZZZ.jpg
0312262396;To An Unknown God : Religious Freedom On Trial;Garrett Epps;2001;St. Martin's Press;http://images.amazon.com/images/P/0312262396.01.LZZZZZZZ.jpg
031226240X;Tom and Huck Don't Live Here Anymore;Ron Powers;2001;St. Martin's Press;http://images.amazon.com/images/P/031226240X.01.LZZZZZZZ.jpg
0312262450;Stolen Honey (Ruth Willmarth Mysteries);Nancy Means Wright;2002;St. Martin's Minotaur;http://images.amazon.com/images/P/0312262450.01.LZZZZZZZ.jpg
0312262469;Last Scene Alive: An Aurora Teagarden Mystery (Aurora Teagarden Mysteries (Hardcover));Charlaine Harris;2002;St. Martin's Minotaur;http://images.amazon.com/images/P/0312262469.01.LZZZZZZZ.jpg
0312262477;House of Dreams;Brenda Joyce;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262477.01.LZZZZZZZ.jpg
0312262485;Disquiet Heart : A Thriller;Randall Silvis;2002;St. Martin's Minotaur;http://images.amazon.com/images/P/0312262485.01.LZZZZZZZ.jpg
0312262493;Blue Suede Clues: A Murder Mystery Featuring Elvis Presley;Daniel M. Klein;2002;St. Martin's Minotaur;http://images.amazon.com/images/P/0312262493.01.LZZZZZZZ.jpg
0312262523;Badlands: A Montana Mystery Featuring Gabriel Du Pre;Peter Bowen;2003;St. Martin's Minotaur;http://images.amazon.com/images/P/0312262523.01.LZZZZZZZ.jpg
0312262531;"Cruzatte &amp; Maria : A Montana Mystery Featuring Gabriel Du Pre (Montana Mystery (Hardcover))";Peter Bowen;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312262531.01.LZZZZZZZ.jpg
031226254X;Adams Fall;Sean Desmond;2000;St. Martin's Press;http://images.amazon.com/images/P/031226254X.01.LZZZZZZZ.jpg
0312262574;Ransom at the Opera: A Ransom/Charters Mystery (Hunter, Fred. Ransom/Charters Series.);Fred Hunter;2000;St. Martin's Minotaur;http://images.amazon.com/images/P/0312262574.01.LZZZZZZZ.jpg
0312262590;Strip Poker (Sierra Lavotini Mysteries (Hardcover));Nancy Bartholomew;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312262590.01.LZZZZZZZ.jpg
0312262647;A Dangerous Road;Kris Nelscott;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262647.01.LZZZZZZZ.jpg
0312262655;Smoke-Filled Rooms;Kris Nelscott;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312262655.01.LZZZZZZZ.jpg
0312262663;Close to You;Mary Jane Clark;2001;St. Martin's Press;http://images.amazon.com/images/P/0312262663.01.LZZZZZZZ.jpg
0312262671;The Walrus on My Table: Touching True Stories of Animal Healing;Anthony Guglielmo;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262671.01.LZZZZZZZ.jpg
031226268X;Warmly Inscribed: The New England Forger and Other Book Tales;Lawrence Goldstone;2001;Thomas Dunne Books;http://images.amazon.com/images/P/031226268X.01.LZZZZZZZ.jpg
0312262698;Whatever Doesn't Kill You (Emma Howe and Billie Auguast Mysteries);Gillian Roberts;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312262698.01.LZZZZZZZ.jpg
0312262701;While Innocents Slept: A Story of Revenge, Murder and Sids;Adrian Havill;2001;St. Martin's Press;http://images.amazon.com/images/P/0312262701.01.LZZZZZZZ.jpg
0312262744;"The Year's Best Fantasy &amp; Horror (Year's Best Fantasy and Horror, 13th Ed)";Ellen Datlow;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262744.01.LZZZZZZZ.jpg
0312262787;Stop Breakin Down : Stories;John P. McManus;2000;Picador;http://images.amazon.com/images/P/0312262787.01.LZZZZZZZ.jpg
0312262795;20 Secrets to Money and Independence: A Guide to Independence, Economic Empowerment, and Self-Awareness;Joline Godfrey;2000;Golden Guides from St. Martin's Press;http://images.amazon.com/images/P/0312262795.01.LZZZZZZZ.jpg
0312262817;The Accidental Bride : A Romatic Comedy;Janice Harayda;2000;St. Martin's Griffin;http://images.amazon.com/images/P/0312262817.01.LZZZZZZZ.jpg
0312262841;All Summer Long;Bob Greene;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262841.01.LZZZZZZZ.jpg
0312262868;America Bizarro: A Guide to Freaky Festivals, Groovy Gatherings, Kooky Contests, and Other Strange Happenings Across the U.S.A;Nelson Taylor;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262868.01.LZZZZZZZ.jpg
0312262884;Damned If You Do;Gordon Houghton;2000;Picador USA;http://images.amazon.com/images/P/0312262884.01.LZZZZZZZ.jpg
0312262892;Breathing Water;T. Greenwood;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262892.01.LZZZZZZZ.jpg
0312262922;The Bell Witch : An American Haunting;Brent Monahan;2000;St. Martin's Griffin;http://images.amazon.com/images/P/0312262922.01.LZZZZZZZ.jpg
0312262930;The Big Sky Reader;Allen Jones;2000;St. Martin's Press;http://images.amazon.com/images/P/0312262930.01.LZZZZZZZ.jpg
0312262973;The Boy in the Lake;Eric Swanson;2000;St. Martin's Griffin;http://images.amazon.com/images/P/0312262973.01.LZZZZZZZ.jpg
031226299X;The Buddha Book : A Novel;Abraham Rodriguez;2001;Picador;http://images.amazon.com/images/P/031226299X.01.LZZZZZZZ.jpg
0312263007;Can You Wave Bye Bye, Baby?;Elyse Gasco;2000;Picador USA;http://images.amazon.com/images/P/0312263007.01.LZZZZZZZ.jpg
0312263015;Capital Queers : An Alex Reynolds Mystery (Alex Reynolds Mysteries (Paperback));Fred Hunter;2000;Stonewall Inn Mysteries;http://images.amazon.com/images/P/0312263015.01.LZZZZZZZ.jpg
0312263031;The Coming Storm;Paul Russell;2000;Stonewall Inn Editions;http://images.amazon.com/images/P/0312263031.01.LZZZZZZZ.jpg
0312263058;Cybercitizen: How to Use Your Computer to Fight for ALL the Issues You Care About;Christopher Kush;2000;St. Martin's Press;http://images.amazon.com/images/P/0312263058.01.LZZZZZZZ.jpg
0312263066;Daughter Mine;Herbert Gold;2000;Thomas Dunne Books;http://images.amazon.com/images/P/0312263066.01.LZZZZZZZ.jpg
0312263090;Death in Cyprus : A Novel;M. M. Kaye;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312263090.01.LZZZZZZZ.jpg
0312263104;Death in Kashmir: A Mystery;M. M. Kaye;2000;St. Martin's Minotaur;http://images.amazon.com/images/P/0312263104.01.LZZZZZZZ.jpg
0312263120;Digital Fortress : A Thriller;Dan Brown;2000;St. Martin's Griffin;http://images.amazon.com/images/P/0312263120.01.LZZZZZZZ.jpg
0312263236;Four Mothers;Shifra Horn;2000;Picador USA;http://images.amazon.com/images/P/0312263236.01.LZZZZZZZ.jpg
0312263287;Girls on the Verge;Vendela Vida;2000;St. Martin's Press;http://images.amazon.com/images/P/0312263287.01.LZZZZZZZ.jpg
0312263309;Run Like an Antelope: On the Road With Phish;Sean Gibbon;2001;St. Martin's Press;http://images.amazon.com/images/P/0312263309.01.LZZZZZZZ.jpg
0312263384;The Hours After;Gerda Weissmann Klein;2000;St. Martin's Press;http://images.amazon.com/images/P/0312263384.01.LZZZZZZZ.jpg
0312263449;Honeymoon in Purdah: An Iranian Journey;Alison Wearing;2001;Picador USA;http://images.amazon.com/images/P/0312263449.01.LZZZZZZZ.jpg
0312263465;Josephine : A Life of the Empress;Carolly Erickson;2000;St. Martin's Griffin;http://images.amazon.com/images/P/0312263465.01.LZZZZZZZ.jpg
0312263473;The Journal of Mrs. Pepys: Portrait of a Marriage;Sara George;2000;St. Martin's Press;http://images.amazon.com/images/P/0312263473.01.LZZZZZZZ.jpg
0312263481;The Kitchen Congregation : A Daughter's Story of Wives and Women Friends;Nora Seton;2001;Picador;http://images.amazon.com/images/P/0312263481.01.LZZZZZZZ.jpg
0312263546;The Long Rain;Peter Gadol;2000;Picador USA;http://images.amazon.com/images/P/0312263546.01.LZZZZZZZ.jpg
0312263570;The Metaphysical Touch;Sylvia Brownrigg;2000;Picador USA;http://images.amazon.com/images/P/0312263570.01.LZZZZZZZ.jpg
031226366X;Okay, So I Don't Have a Headache;Cristina Ferrare;2000;Golden Guides from St. Martin's Press;http://images.amazon.com/images/P/031226366X.01.LZZZZZZZ.jpg
0312263678;On Burning Ground: A Son's Memoir;Michael Skakun;2000;St. Martin's Press;http://images.amazon.com/images/P/0312263678.01.LZZZZZZZ.jpg
0312263767;The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945;Wladyslaw Szpilman;2000;Picador USA;http://images.amazon.com/images/P/0312263767.01.LZZZZZZZ.jpg
0312263805;Prison Writings : My Life Is My Sundance;Leonard Peltier;2000;St. Martin's Griffin;http://images.amazon.com/images/P/0312263805.01.LZZZZZZZ.jpg
0312263813;The Real Wild West : The 101 Ranch and the Creation of the American West;Michael Wallis;2000;St. Martin's Griffin;http://images.amazon.com/images/P/0312263813.01.LZZZZZZZ.jpg
0312263821;Raj: The Making and Unmaking of British India;Lawrence James;2000;St. Martin's Press;http://images.amazon.com/images/P/0312263821.01.LZZZZZZZ.jpg
0312263872;The Science of Star Wars: An Astrophysicist's Independent Examination of Space Travel, Aliens, Planets, and Robots As Portrayed in the Star Wars Films and Books;Jeanne Cavelos;2000;St. Martin's Press;http://images.amazon.com/images/P/0312263872.01.LZZZZZZZ.jpg
0312263899;A Short History of Rudeness: Manners, Morals, and Misbehavior in Modern America;Mark Caldwell;2000;Picador USA;http://images.amazon.com/images/P/0312263899.01.LZZZZZZZ.jpg
0312263937;Skin Game;Caroline Kettlewell;2000;St. Martin's Press;http://images.amazon.com/images/P/0312263937.01.LZZZZZZZ.jpg
0312263953;Slightly Chipped: Footnotes in Booklore;Lawrence Goldstone;2000;St. Martin's Press;http://images.amazon.com/images/P/0312263953.01.LZZZZZZZ.jpg
0312263988;Storm Riders: A Novel;Craig Lesley;2001;Picador USA;http://images.amazon.com/images/P/0312263988.01.LZZZZZZZ.jpg
0312263996;Timbuktu : A Novel;Paul Auster;2000;Picador;http://images.amazon.com/images/P/0312263996.01.LZZZZZZZ.jpg
0312264054;U.S. Flea Market Directory: A Guide to the Best Flea Markets in All 50 States (U.S. Flea Market Directory);Albert Lafarge;2000;St. Martin's Press;http://images.amazon.com/images/P/0312264054.01.LZZZZZZZ.jpg
0312264100;The Vintner's Luck;Elizabeth Knox;2000;Picador;http://images.amazon.com/images/P/0312264100.01.LZZZZZZZ.jpg
0312264119;When We Die : The Science, Culture, and Rituals of Death;Cedric Mims;2000;St. Martin's Griffin;http://images.amazon.com/images/P/0312264119.01.LZZZZZZZ.jpg
0312264127;The White Bone;Barbara Gowdy;2000;Picador USA;http://images.amazon.com/images/P/0312264127.01.LZZZZZZZ.jpg
0312264135;The Woman Who Cut Off Her Leg at the Maidstone Club and Other Stories;Julia Slavin;2000;Picador USA;http://images.amazon.com/images/P/0312264135.01.LZZZZZZZ.jpg
0312264143;The Woman in the Yard;Stephen Miller;2000;Picador USA;http://images.amazon.com/images/P/0312264143.01.LZZZZZZZ.jpg
031226416X;The Year's Best Fantasy and Horror : Thirteenth Annual Collection;Terri Windling;2000;St. Martin's Griffin;http://images.amazon.com/images/P/031226416X.01.LZZZZZZZ.jpg
0312264178;The Year's Best Science Fiction : Seventeenth Annual Collection;Gardner Dozois;2000;St. Martin's Griffin;http://images.amazon.com/images/P/0312264178.01.LZZZZZZZ.jpg
0312264186;You Can't Catch Death: A Daughter's Memoir;Ianthe Brautigan;2001;St. Martin's Press;http://images.amazon.com/images/P/0312264186.01.LZZZZZZZ.jpg
0312264208;Your Three- and Four-Year-Old: As They Grow;Parents Magazine;2000;Golden Guides from St. Martin's Press;http://images.amazon.com/images/P/0312264208.01.LZZZZZZZ.jpg
0312264216;Acts of God: A Novel;Mary Morris;2001;Picador USA;http://images.amazon.com/images/P/0312264216.01.LZZZZZZZ.jpg
0312264372;Robert Ludlum's the Hades Factor (Ludlum, Robert, Covert-One Novels.);Robert Ludlum;2000;St. Martin's Press;http://images.amazon.com/images/P/0312264372.01.LZZZZZZZ.jpg
031226481X;We Love Harry Potter!;Sharon Moore;1999;St. Martin's Press;http://images.amazon.com/images/P/031226481X.01.LZZZZZZZ.jpg
0312264844;Butterscotch Blues;Margaret Johnson-Hodge;2000;St Martins Pr;http://images.amazon.com/images/P/0312264844.01.LZZZZZZZ.jpg
0312264860;Chocolate Lizards: A Novel;Cole Thompson;2000;St. Martin's Press;http://images.amazon.com/images/P/0312264860.01.LZZZZZZZ.jpg
0312264917;The Marsh King's Daughter;Elizabeth Chadwick;2000;St. Martin's Press;http://images.amazon.com/images/P/0312264917.01.LZZZZZZZ.jpg
0312264968;The Death of a Constant Lover: A Nick Hoffman Mystery (Stonewall Inn Mysteries);Lev Raphael;2000;St. Martin's Press;http://images.amazon.com/images/P/0312264968.01.LZZZZZZZ.jpg
0312265034;Nearer Than the Sky: A Novel;T. Greenwood;2000;St. Martin's Press;http://images.amazon.com/images/P/0312265034.01.LZZZZZZZ.jpg
0312265042;The Last Jew;Noah Gordon;2000;Thomas Dunne Books;http://images.amazon.com/images/P/0312265042.01.LZZZZZZZ.jpg
0312265050;The Naked and the Dead : 50th Anniversary Edition;Norman Mailer;2000;Picador;http://images.amazon.com/images/P/0312265050.01.LZZZZZZZ.jpg
0312265077;The Black Flower : A Novel of the Civil War;Howard Bahr;2000;Picador;http://images.amazon.com/images/P/0312265077.01.LZZZZZZZ.jpg
031226514X;Coyote Wind and Specimen Song : The First Two Montana Mysteries Featuring Gabriel Du Pre;Peter Bowen;2000;St. Martin's Minotaur;http://images.amazon.com/images/P/031226514X.01.LZZZZZZZ.jpg
0312265271;The Irish Empire;Patrick Bishop;2000;St Martins Pr;http://images.amazon.com/images/P/0312265271.01.LZZZZZZZ.jpg
0312265441;Ethics and Other Liabilities;Harry Stein;1983;St. Martin's Press;http://images.amazon.com/images/P/0312265441.01.LZZZZZZZ.jpg
0312265565;Clearing The Bases : The Greatest Baseball Debates of the Last Century;Allen Barra;2002;Thomas Dunne Books;http://images.amazon.com/images/P/0312265565.01.LZZZZZZZ.jpg
031226559X;Scent of Murder;Cynthia G. Alwyn;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/031226559X.01.LZZZZZZZ.jpg
0312265603;Biggie and the Quincy Ghost (Biggie);Nancy Bell;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312265603.01.LZZZZZZZ.jpg
0312265611;Bloodroot;Aaron Roy Even;2000;Thomas Dunne Books;http://images.amazon.com/images/P/0312265611.01.LZZZZZZZ.jpg
0312265646;In My Life: The Brian Epstein Story;Debbie Geller;2000;St. Martin's Press;http://images.amazon.com/images/P/0312265646.01.LZZZZZZZ.jpg
0312265689;Class Dismissed: A Year In The Life Of An American High School, A Glimpse Into The Heart Of A Nation;Meredith Maran;2000;St. Martin's Press;http://images.amazon.com/images/P/0312265689.01.LZZZZZZZ.jpg
0312265700;Dark Undertakings;Rebecca Tope;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312265700.01.LZZZZZZZ.jpg
0312265719;The Day I Went Missing;Jennifer Miller;2001;St. Martin's Press;http://images.amazon.com/images/P/0312265719.01.LZZZZZZZ.jpg
0312265735;Death of the Last Villista : A Texana Jones Mystery (Texana Jones Mysteries (Hardcover));Allana Martin;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312265735.01.LZZZZZZZ.jpg
0312265743;The Devil's Apprentice: A Novel;Edward Marston;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312265743.01.LZZZZZZZ.jpg
031226576X;The Dons and Mr Dickens: The Strange Case of the Oxford Christmas Plot;William J. Palmer;2000;St Martins Pr;http://images.amazon.com/images/P/031226576X.01.LZZZZZZZ.jpg
0312265778;With a Vengeance;Eileen Dreyer;2003;St. Martin's Press;http://images.amazon.com/images/P/0312265778.01.LZZZZZZZ.jpg
0312265786;Head Games;Eileen Dreyer;2004;St. Martin's Press;http://images.amazon.com/images/P/0312265786.01.LZZZZZZZ.jpg
0312265794;The Dutch: A Milan Jacovich Mystery (Milan Jacovich Mysteries (Hardcover));Les Roberts;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312265794.01.LZZZZZZZ.jpg
0312265840;Seven Up (A Stephanie Plum Novel);Janet Evanovich;2001;St. Martin's Press;http://images.amazon.com/images/P/0312265840.01.LZZZZZZZ.jpg
0312265859;Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel);Janet Evanovich;2002;St. Martin's Press;http://images.amazon.com/images/P/0312265859.01.LZZZZZZZ.jpg
0312265867;To the Nines: A Stephanie Plum Novel;Janet Evanovich;2003;St. Martin's Press;http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg
0312265883;Our Peaceable Kingdom;John Drysdale;2000;St. Martin's Press;http://images.amazon.com/images/P/0312265883.01.LZZZZZZZ.jpg
0312265891;Face Down Under the Wych Elm (Elizabethan Mysteries);Kathy Lynn Emerson;2000;St. Martin's Minotaur;http://images.amazon.com/images/P/0312265891.01.LZZZZZZZ.jpg
0312265905;The Fairest Among Women;Shifra Horn;2001;St. Martin's Press;http://images.amazon.com/images/P/0312265905.01.LZZZZZZZ.jpg
031226593X;The Forger;Paul Watkins;2000;Picador USA;http://images.amazon.com/images/P/031226593X.01.LZZZZZZZ.jpg
0312265980;Groucho Marx and the Broadway Murders : A Mystery Featuring Groucho Marx;Ron Goulart;2001;St. Martin's Minotaur;http://images.amazon.com/images/P/0312265980.01.LZZZZZZZ.jpg
